Feature ID	Domain	Phylum	Class	Order	Family	Genus	Species
8b37ee3e543f2284a687759e2614e0a4	Bacteria	Pseudomonadota	Gammaproteobacteria	Orbales	Orbaceae	Gilliamella	
8b43f8a07b7c826777b2c78d990b311e	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	
8b71457b71650c9feb204fd5713371c5	Bacteria	Desulfobacterota	Deltaproteobacteria	Desulfobacterales	Desulfocapsaceae		
8b7f580048d4fce69cc20a8ded0b8949	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae		
8b9de38c7d3ed2fa1d50bcc230266a94	Bacteria	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	
8ba1b7276fed06d6eee38f5851ce25ba	Bacteria	Acidobacteriota	Acidobacteriia	Acidobacteriales	Acidobacteriaceae		
8bae13ccb89955719e66301543c67611	Bacteria						
8bafadd88e68bc74824a85e3f19803b2	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus_parainfluenzae
8bfb44a56bf90af5f5983e25b0ec709f	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae		
8c202f8a4a51cda3fea33f394f4d6fa9	Bacteria	Pseudomonadota	Gammaproteobacteria	Orbales	Orbaceae	Schmidhempelia	
8c217453a50eead4a24e6625fed283a3	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_kyeonggiensis
8c3690480b91b6a2974d3f376c76794b	Bacteria	Desulfobacterota	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae		
8c372c786d9143e31063a7e34f97bac4	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae		
8c5953796b3015c77b703e3189e20bcc	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae		
8c8aa11d3b931273c0716f4072944427	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	UBA3282	UBA3282 sp003611805
8c93f0f3f93112033cf892137474b667	Bacteria	Pseudomonadota	Gammaproteobacteria				
8c9c3959536fc2dc64f126d96017b492	Bacteria						
8ca7bffc471d59256fc4fda7a9085dcc	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Entomomonas	Entomomonas_sbxid5757
8ca9910ec187975404a4d5b62cfbe165	Bacteria						
8cad7524fd211d69fecb2ab403f8a245	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Asaia	
8cbc297866e99ba300e1687758c91541	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	
8ce15a30217a6ac9fd908cd7547a2223	Bacteria	Omnitrophota	Omnitrophia	Omnitrophales	UBA2337		
8ce9b800fd9aa578cc0663b8c3cbafa2	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae		
8ceab2e6e5609b7885d1d7a51118da90	Bacteria						
8cef7debc2cfbfa7ebdb113714473d03	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales			
8d0f943534ffcc9bb5e70100625f2e27	Bacteria						
8d1feebb419cfdd890419374f4f1918d	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	
8d31fde9a6e824f97af873856a0398c4	Bacteria	Myxococcota	Polyangia	Polyangiales	SG8-38	SG8-38	
8d42b45396f7f831549c49ff5d96e426	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Asaia	
8d4e1903aad24efb126ea3b899f57984	Bacteria	Desulfobacterota	Deltaproteobacteria	Desulfobacterales	Desulfocapsaceae	Desulfotalea	Desulfotalea_arctica
8d625c592171b66b877523cc46ac3963	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae		
8d8352a3eda685318d5d4e1448ff5ffc	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Roseivirgaceae	Roseivirga	
8d863530d1993f44f6b3f952cb3dc878	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
8d98292da81d56976b48e211aeba9a05	Bacteria	Desulfobacterota	Deltaproteobacteria				
8dae1b41a610adfd575b3778fc392830	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_commune
8dbd4feeb8de2efdc92ed5e99999c95c	Bacteria	Acidobacteriota	Thermoanaerobaculia	UBA5704	UBA5704		
8dcceced876c387ffc21f7d93d8ae03e	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Bruguierivoracaceae	Sodalis	Sodalis_praecaptivus
8dd0c0d3bced312075de9149f67de3c0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_salivae
8dffd0b34f2ca0d4f0cf8e1015f228a5	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium_acnes
8e1b370c81ddf88291168e1bd9bee6e1	Bacteria	Bacteroidota	Bacteroidia	Marinilabiliales	Prolixibacteraceae		
8e261e81d70d2b80c1695d4a0df609f9	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus vestibularis
8e2c9c715c9a78c9bfa796453ffac6b1	Bacteria	Pseudomonadota	Gammaproteobacteria	Orbales	Orbaceae	Schmidhempelia	
8e32b7f7a53a5dfff7026b0fee1ad12a	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Methylobacterium	
8e3692dde300951e533122aa94807d97	Bacteria	Ignavibacteriota	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	Melioribacter	Melioribacter_roseus
8e3c36cd231718edd132be02c3784cd4	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
8e4505848759ac2cf96c8115fcdaff70	Bacteria						
8e58f462543ce183d0cfc573b0d686b3	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae		
8e76ed6ec546dae48bcdc6c41940b816	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
8e993cbf8ea49145f8c0aac5442466a1	Bacteria	Bacillota	Clostridia				
8ea348ffee976a809fe11f931cecf95b	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Chloroplast_Chloroplast
8ea3a5ef9c28bb1cacc47c1e497b1536	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae		
8ea8eaa78652c2ba2d2fee86d131baa8	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	
8eb611160c837c2d9c734f5676ff59eb	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Crocinitomicaceae	Lishizhenia	
8eb81d09303cbc58ce426f2f630a3ded	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Devosiaceae	Devosia	
8ed76ef33a5e1040c50fa9fa06686d88	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Crocinitomicaceae	Crocinitomix	Crocinitomix_catalasitica
8f01a593e9f2780494b8fc9bad19b2b4	Bacteria	Verrucomicrobiota					
8f094e3eb4abb6cfbd08aa90149b6dc4	Bacteria						
8f0e9702cc7b9e4886cdcfc68a5ec7c7	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae		
8f2064b0a64604265f1a4665439503ca	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae	Hymenobacter	Hymenobacter_yonginensis
8f2640fd02771df8addc9af35663792f	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	
8f44319ee0d7f051d3155e4112919990	Bacteria	Acidobacteriota	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidisarcina	Acidisarcina_polymorpha
8f565c172fce4085ab3c5a7db898a69a	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
8f5d6ac3b40484c73f5f154ac8865a0d	Bacteria	Bacteroidota	Bacteroidia	Marinilabiliales	Prolixibacteraceae		
8f66faf0755cf9311e5f4fb9bab367fe	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Phaseolibacter	
8f71d485f293a9bf121be7c1e15e274e	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	
8f7d7e346889ba1c3d7193c0c7638c8a	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_corporis
8f8044cf343f3e8ea27720e3d433b6bd	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
8fa6f10d2f16e919f8f114bfd670e012	Bacteria	Bacillota	Bacilli	Bacillales	Bacillales_UKf	Gemella	
8fbfbd899e2415de831a147f8f019ceb	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	
8fd7b13a2a680e129f16f755bb92920f	Bacteria						
8fe9ec9116a546bf66884ab29bb4d923	Bacteria						
8ff1e72be61616fb68f611aa2579c5c0	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	Photobacterium_damselae
900fb5f939b8e1cc0e6f94c22f1478ac	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Spirosomaceae	Arcticibacterium	Arcticibacterium_luteifluviistationis
90248fa483b403a37a60aa1663f3001f	Bacteria	Bacteroidota	Bacteroidia	Marinilabiliales			
9027177df9408c96853b4507dd7b3420	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Oribacterium	Oribacterium_sinus
90317b350d1798390ed520f7031a8332	Bacteria						
9031dd5039baf0c3ba7bdb8b70a94bb6	Bacteria	Pseudomonadota	Gammaproteobacteria				
903debb14fc476d8d245f362db615b78	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Lichenicola	Lichenicola_cladoniae
9055da8dab922d44b09335445a6e615c	Bacteria	Pseudomonadota					
9057946c00744c9bcbf74e33325bb431	Bacteria						
907896b978a9c1183c44b5b045deba1f	Bacteria	Pseudomonadota	Gammaproteobacteria	Orbales	Orbaceae	Gilliamella	
907dc83e0f138550913475b32b7b4bbd	Bacteria	Myxococcota	UBA9160	UBA9160	UBA4427	UBA4427	UBA4427 sp011051925
9086812aa2b363b8e19ad1e94e9f87af	Bacteria	Actinomycetota	Actinomycetes	Corynebacteriales	Nocardiaceae	Smaragdicoccus	Smaragdicoccus_niigatensis
90a3047f7374a70b70264cea19ea3e02	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Psychromonadaceae	Psychromonas	
90ada2f353e7632216826d73172b87b8	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Gluconobacter	
90bf2b6d7fc51c3ecc1a18edda319093	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas_sbxid5156
90c8c56216f896bd12028548bd5a6fa5	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	
90c8eaea65e29b7a2ce1a257b3865421	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	
90dc413777fc22c4efdda035d0b2edd0	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	
90f29fcc1b6859e175b1346e7f42d9eb	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae		
90fc8b033fc30813e7770af55e33fe7d	Bacteria	Myxococcota	Polyangia	Polyangiales			
91177040475a46189363f6e5d457430c	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	CAG-485	CAG-485 sp002493045
911d15558e189658b70a172e52814b69	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	
9120d1cd598e7e931c2dbfb1b78df815	Bacteria	Desulfobacterota	Deltaproteobacteria	Bradymonadales	Bradymonadaceae	V1718	
9120dddb58ade13eda5271a2c6888520	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Woeseiaceae		
9125331dd3482dc6ed3b606c688ca78e	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	
912617d0abc24d9482ea89b94300bbe0	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Eudoraea	Eudoraea_adriatica
9146b9acd7ffd70e5cf32d240ceaa0d1	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea	Rubritalea_profundi
91565fa5449cdf5bc80587b663d63336	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas_bennonis
91602039b0beda52eab8c029dfd055b5	Bacteria	Spirochaetota	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	
91655197c0f117b63e32fcc57c6430e1	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium	
918c8716fe038b019132aaf4a64bfdec	Bacteria						
91a9200532feea7e8e779670aae3449d	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae		
91b75919032444d10e4e8d98fe838665	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Apilactobacillus	
91b9d0286e3423563fa1717eaf4fdc68	Bacteria	Bacteroidota	Bacteroidia	Marinilabiliales	Prolixibacteraceae	Draconibacterium	
91e58a70f46c6d0c41da2e42a36f3425	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	
91ea54d041aa0fd0ec575100775a1c17	Bacteria	Desulfobacterota	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae		
9205eeca5c3f017737b99b5a88b1a37e	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae		
9209e86c7746d66fcce6915a6854f919	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Fructobacillus	
92121a0584a1f1d96256d70401bcfbe1	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	UBA3282	UBA3282 sp003611805
922557366ecebaae89cbabc3e5f5d7ad	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae		
9226e7dd49561cbf9f5bb8d96d4c30eb	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae		
92434886227fef5c62ea824b1e928e30	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales			
924d45de18f8958f819cdd2e51df0440	Bacteria	Pseudomonadota	Gammaproteobacteria	Cellvibrionales	Halieaceae		
926c03d2a71710436ca1ac605bc3e3f1	Bacteria	Chloroflexota					
926ef26a28d1d2f396bd4352647fa2b4	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales			
9276eabc201d8907820639944fd4c2bc	Bacteria	Pseudomonadota	Gammaproteobacteria	Orbales	Orbaceae	Gilliamella	
9281057fee6ccffbfd1381ac7758dc04	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Chloroplast_Chloroplast
928dee9425b536d89f0ba6c6c0fb4a55	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae		
9290c0c7f158f2002163664b06072181	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae		
92935354ae5c18f5a8ece6492e69378f	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Blautia	Blautia_stercoris
9297cc8564bf10f7e6e26d43c4018963	Bacteria	Chlamydiota	Chlamydiia	Parachlamydiales			
92abc6e260e6f724c674c0831c6f78e8	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	
92b0da9ad3a2a4c4f42af6203e7076fb	Bacteria						
92c372797be48f7c86aa6b20446d3068	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae		
92f441aae22ce0adca42c4ce68251de3	Bacteria						
93110c1ba1184f5716be0ac72916b0d5	Bacteria	Pseudomonadota	Alphaproteobacteria	Maricaulales	Robiginitomaculaceae		
9314c96d92ad3475f28b554d11fdcf66	Bacteria	Desulfobacterota	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfonema	Desulfonema_magnum
931a3f0561bf4b5ea85d0eef5bcc4eb0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_salivae
934b164568435843d72c0ba0de7fec64	Bacteria	Pseudomonadota	Gammaproteobacteria	HK1	HK1		
93629bd28f34525818c6a08207d15585	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae		
9366f1fef8c4947452c008be8dd12d51	Bacteria	Desulfobacterota	Deltaproteobacteria	Desulfuromonadales			
93748099ab51e8218a04ba9d42fe7ad7	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Marinicella	
93899cd04cdea765320f706a7a1a2150	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae		
939aee3b238afe9437c001dfa39c404b	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	
93c2b2e582e26432c86ee3ff29e0be26	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
93eebffd2b4cb1f848ccac1f9b00a425	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales			
93f321785978f5a53fe87e66e981a84c	Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales	Anaerohalosphaeraceae	Anaerohalosphaera	Anaerohalosphaera_lusitana
940a2c816ee7ea0cf7ae5c815ae6ae72	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Apilactobacillus	
942c37b275039ea6b5232c1e599ebc82	Bacteria	Ignavibacteriota	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	Melioribacter	Melioribacter_roseus
943fe8918c5a62a1d27da7826dc40ebe	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia_wRi
944227fb6bc593aac5bb66cc633d410d	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae		
9443b57ea8160eba31412666c02b7c2a	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae		
94488d299ac16cc829c87aee2144a39d	Bacteria	Pseudomonadota	Gammaproteobacteria	Cellvibrionales			
9475df695b160ed6bf9143d4045a8857	Bacteria	Planctomycetota	UBA1135				
94c6ac6b9e1e4cab39f9882b9c283509	Bacteria	Pseudomonadota	Epsilonproteobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum	
94cfb85fe327ed13e396c41316ef5db8	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
94cfc01f8853e3abe82fbc3b8b5774b6	Bacteria	Pseudomonadota	Gammaproteobacteria	Cellvibrionales	Halieaceae		
94debd8384ff8eb5ba58262d40677139	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae		
94e763076286f72fa3d4b2cee8dbee50	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Psychrobacter	
94f1bf16ded7d46cbb2df69fd2bfdb56	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Rosenbergiella	
94f987dabfb52ec39fcaa3bb85cef364	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Roseivirgaceae	Roseivirga	
950606c0b64770c31b5590a451b5a0b1	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_actinocoloniiforme
950825171ae993a78d2e80e3415e8d80	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Chloroplast_Chloroplast
9528f3532fa59ec6734720a0d54f4ecd	Bacteria	Pseudomonadota	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Pelagibacter	Pelagibacter_ubique
9534c1c8bdb808ccac7857fc0401790c	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	
953a22ed0e9a81a6554a08d87956859d	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae		
956deb0e6be134cc0a21d609c4ab4296	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Marinicella	Marinicella_rhabdoformis
9577efc0283d2fbc09b91ad6e8382c69	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Apilactobacillus	
9595172f1b0829f6daa06a43215b2aa7	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Agrobacterium	
95b00f0bc60017beb071970a18a780b7	Bacteria						
95b910d41c83ede993b002b702468377	Bacteria						
95c7b2fcec65d1056ee517a805c4f051	Bacteria	Pseudomonadota	Gammaproteobacteria	VBWC01	VBWC01	VBWC01	VBWC01 sp006218035
95d1e246bb82a90b6b9ffe89984e19f8	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Oceaniferula	Oceaniferula_marina
95e29421588149eec77e5d627ca06ea0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia_muciniphila
95ec1db8323fcfca3ed69385e3768e7e	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Phaseolibacter	Phaseolibacter_sbxid5481
95f658fd444993b74a629f82a01d51d2	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Neokomagataea	
95f6842ad298eff9a61724c56855ed24	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma	
9622d25b5ba5f360be4a3d6df47fc9aa	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_E_647464 viridiflava
965558317c45e75a4b4cf1b80ba3a889	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae		
96641204d570a02624e288f8e8dd4cf8	Bacteria	Bdellovibrionota	Oligoflexia	Bacteriovoracales	Halobacteriovoraceae	Halobacteriovorax	Halobacteriovorax_marinus
967bb659e846dde3cac2e4f02d73fcf4	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Vicingaceae	Vicingus	Vicingus_serpentipes
968b982e6c9f051fb195dd2d156e00ee	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales			
96dd2f0edf8886f78c2aa8675f865f14	Bacteria	Myxococcota	UBA796	UBA796	GCA-2862545	REDI01	REDI01 sp007693595
9708ddb79fbaae5416cceca0a27550fc	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales			
970c13ce31bd9adafb886592a8935c4a	Bacteria	Bacteroidota	Chitinophagia	Chitinophagales	Chitinophagaceae	Arachidicoccus	Arachidicoccus_rhizosphaerae
970e3bf423ceee949b8f1d09d024ea43	Bacteria						
97116038f2ba9b94cea127006ae7fe3a	Bacteria	Pseudomonadota	Hydrogenophilalia	Hydrogenophilales	Hydrogenophilaceae	Tepidiphilus	
9719c38604440a5ecfdc1536b7c5c707	Bacteria	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae		
973601c76802f5665e5f1082c9e334d5	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	F082		
975c890e8a9a8ee3343bd47f9b3a218c	Bacteria	Bdellovibrionota	Oligoflexia	Bacteriovoracales	Halobacteriovoraceae	Halobacteriovorax	
9763ac47bae3d21e9e8889082ba53e16	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Alloiococcus	Alloiococcus_otitis
97666c76b2642d3dfd1622018f97842f	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Stomatobaculum	Stomatobaculum_longum
976a89fe76925a995e48d41c7c023878	Bacteria	Patescibacteria	Paceibacteria	Paceibacterales	Staskawiczbacteraceae	GWA2-37-10	
9778acaf0c3845ea28a38542e2cf5310	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Kordiimonadaceae	Kordiimonas	Kordiimonas sp002401685
9787cc966f5f11494f54ca796422bc09	Bacteria	Pseudomonadota	Gammaproteobacteria	Orbales	Orbaceae	Gilliamella	
9792129a6a298b4cecf683a8e38314b4	Bacteria	Pseudomonadota	Gammaproteobacteria	Orbales	Orbaceae	Schmidhempelia	
97a6d1664a14aa8f728e52988a39e989	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae		
97a7fdc0c773697d4e593797f64d46b8	Bacteria	Actinomycetota	Actinomycetes				
97aeb269af6ce06839c58ca4e7083e66	Bacteria	Pseudomonadota	Gammaproteobacteria	Orbales	Orbaceae	Schmidhempelia	
97c0e619555a35635be82ae6206e889e	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae		
97c10b17c6ec3d3f90a5c07d2327d0ac	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
97c2031973a8ef94a8619d7c9dc13476	Bacteria	Pseudomonadota					
97ceec72d99e28b15a64258b7d6c9b41	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Ahrensiaceae	Pseudahrensia	Pseudahrensia_aquimaris
97fb5e9fe68e60e6c0c2073d34671519	Bacteria						
98045c06353e8bced347c8a05edbe8fe	Bacteria	Desulfobacterota	Deltaproteobacteria	Bradymonadales	Bradymonadaceae	Bradymonas	
98165b2d2aff7a9db49b3a5d4ce47ffa	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	Chloroplast_Chloroplast
985a0fa7adb54c0eba8ff9db83539d8c	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Hymenobacteraceae		
9861a4192a3f99957bae4e047c1fb8ef	Bacteria	Pseudomonadota	Gammaproteobacteria	Orbales	Orbaceae	Gilliamella	
9875f9b140d519dd9d08d9135639d874	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Microbacterium	
98889fcc9bc339c70967dd42bd258dde	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiales_UKf	Aquabacterium	
988a97ca4a0d16ee0fc5b5bb56f155c2	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Fructobacillus	
988e2ac01ee177d55499b915cdb30761	Bacteria	Bdellovibrionota	Oligoflexia	Bacteriovoracales	Halobacteriovoraceae	Halobacteriovorax	Halobacteriovorax_litoralis
988fba5d0a1a2c0671327c5b8f1fbcbf	Bacteria						
98926acf96eaf83d4da57ad2a420a3fa	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria_UKo	Gammaproteobacteria_UKo_UKf	gbxid5794	gbxid5794_sbxid5794
